,Company,Year,Country,Revenue,Sector,Goals
100,Tesla,2022,USA,663.43,Industries,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 4, '8': 0, '9': 7, '10': 0, '11': 5, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
101,Tesla,2023,USA,663.43,Industries,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 3, '8': 1, '9': 8, '10': 0, '11': 3, '12': 2, '13': 1, '14': 0, '15': 0, '16': 0, '17': 0}"
102,Tesla,2017,USA,663.43,Industries,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 2, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
103,Tesla,2019,USA,663.43,Industries,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 2, '10': 0, '11': 1, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
104,Tesla,2021,USA,663.43,Industries,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 0, '9': 6, '10': 0, '11': 3, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
105,Tesla,2020,USA,663.43,Industries,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 2, '10': 0, '11': 2, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
106,Tesla,2018,USA,663.43,Industries,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
107,Tesla,2016,USA,663.43,Industries,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
108,Adidas,2023,Germany,244.57,Consumer Discretionary,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 1, '5': 1, '6': 0, '7': 0, '8': 1, '9': 1, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
109,Adidas,2017,Germany,244.57,Consumer Discretionary,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 2, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
110,Siemens Healthineers,2022,Germany,58.91,Health Care,"{'0': 1, '1': 0, '2': 0, '3': 16, '4': 0, '5': 0, '6': 0, '7': 0, '8': 2, '9': 8, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
111,Siemens Healthineers,2023,Germany,58.91,Health Care,"{'0': 5, '1': 0, '2': 0, '3': 9, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 5, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
112,Siemens Healthineers,2021,Germany,58.91,Health Care,"{'0': 2, '1': 0, '2': 0, '3': 12, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 6, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
113,Siemens Healthineers,2020,Germany,58.91,Health Care,"{'0': 0, '1': 0, '2': 0, '3': 11, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 3, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
114,BMW,2022,Germany,55.03,Industrials,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 2, '5': 0, '6': 0, '7': 0, '8': 1, '9': 4, '10': 0, '11': 2, '12': 2, '13': 1, '14': 0, '15': 0, '16': 0, '17': 0}"
115,BMW,2017,Germany,55.03,Industrials,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 1, '10': 0, '11': 1, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
116,BMW,2019,Germany,55.03,Industrials,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 1, '5': 0, '6': 0, '7': 0, '8': 1, '9': 2, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
117,BMW,2021,Germany,55.03,Industrials,"{'0': 0, '1': 0, '2': 0, '3': 2, '4': 2, '5': 0, '6': 0, '7': 0, '8': 2, '9': 9, '10': 0, '11': 3, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
118,BMW,2020,Germany,55.03,Industrials,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 8, '10': 0, '11': 4, '12': 0, '13': 1, '14': 0, '15': 0, '16': 0, '17': 1}"
119,BMW,2018,Germany,55.03,Industrials,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 2, '5': 0, '6': 0, '7': 0, '8': 3, '9': 6, '10': 0, '11': 3, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
120,BMW,2016,Germany,55.03,Industrials,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 1, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
121,BASF,2022,Germany,42.93,Industrials,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 0, '9': 7, '10': 0, '11': 0, '12': 4, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
122,BASF,2023,Germany,42.93,Industrials,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 2, '5': 0, '6': 0, '7': 0, '8': 1, '9': 5, '10': 0, '11': 0, '12': 2, '13': 1, '14': 0, '15': 0, '16': 1, '17': 0}"
123,BASF,2019,Germany,42.93,Industrials,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 2, '8': 0, '9': 3, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
124,BASF,2021,Germany,42.93,Industrials,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 3, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 1}"
125,BASF,2020,Germany,42.93,Industrials,"{'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 0, '9': 7, '10': 0, '11': 0, '12': 2, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
126,BASF,2018,Germany,42.93,Industrials,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 0, '9': 2, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
127,Infineon,2014,Germany,41.66,Industrials,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 6, '10': 0, '11': 2, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 1}"
128,Infineon,2022,Germany,41.66,Industrials,"{'0': 4, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 1, '9': 4, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
129,Infineon,2023,Germany,41.66,Industrials,"{'0': 5, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 6, '8': 1, '9': 16, '10': 0, '11': 0, '12': 0, '13': 1, '14': 0, '15': 0, '16': 0, '17': 0}"
130,Infineon,2015,Germany,41.66,Industrials,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 2, '8': 0, '9': 7, '10': 0, '11': 3, '12': 0, '13': 1, '14': 0, '15': 0, '16': 0, '17': 0}"
131,Infineon,2017,Germany,41.66,Industrials,"{'0': 2, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 2, '8': 1, '9': 11, '10': 0, '11': 3, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
132,Infineon,2019,Germany,41.66,Industrials,"{'0': 5, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 4, '8': 1, '9': 12, '10': 0, '11': 8, '12': 0, '13': 1, '14': 0, '15': 0, '16': 1, '17': 1}"
133,Infineon,2021,Germany,41.66,Industrials,"{'0': 7, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 6, '8': 1, '9': 18, '10': 0, '11': 2, '12': 1, '13': 0, '14': 0, '15': 0, '16': 2, '17': 1}"
134,Infineon,2020,Germany,41.66,Industrials,"{'0': 4, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 4, '8': 2, '9': 18, '10': 0, '11': 3, '12': 2, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
135,Infineon,2018,Germany,41.66,Industrials,"{'0': 6, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 2, '9': 15, '10': 0, '11': 6, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
136,Infineon,2016,Germany,41.66,Industrials,"{'0': 2, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 0, '9': 5, '10': 0, '11': 3, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
137,DHL Group,2022,Germany,49.82,Industrials,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
138,DHL Group,2023,Germany,49.82,Industrials,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
139,DHL Group,2017,Germany,49.82,Industrials,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
140,DHL Group,2019,Germany,49.82,Industrials,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 2, '9': 3, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
141,DHL Group,2021,Germany,49.82,Industrials,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
142,DHL Group,2020,Germany,49.82,Industrials,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
143,DHL Group,2018,Germany,49.82,Industrials,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
144,DHL Group,2016,Germany,49.82,Industrials,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
145,Mercedes-Benz,2014,Germany,68.14,Consumer Discretionary,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 1, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
146,Mercedes-Benz,2022,Germany,68.14,Consumer Discretionary,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 1, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
147,Mercedes-Benz,2023,Germany,68.14,Consumer Discretionary,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 1, '5': 0, '6': 0, '7': 0, '8': 1, '9': 3, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
148,Mercedes-Benz,2015,Germany,68.14,Consumer Discretionary,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 4, '10': 0, '11': 4, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
149,Mercedes-Benz,2017,Germany,68.14,Consumer Discretionary,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 2, '10': 0, '11': 3, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
150,Mercedes-Benz,2019,Germany,68.14,Consumer Discretionary,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 2, '8': 0, '9': 16, '10': 0, '11': 14, '12': 0, '13': 1, '14': 0, '15': 0, '16': 1, '17': 0}"
151,Mercedes-Benz,2021,Germany,68.14,Consumer Discretionary,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 2, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
152,Mercedes-Benz,2020,Germany,68.14,Consumer Discretionary,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 6, '10': 0, '11': 4, '12': 2, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
153,Mercedes-Benz,2018,Germany,68.14,Consumer Discretionary,"{'0': 2, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 0, '9': 9, '10': 0, '11': 9, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
154,Mercedes-Benz,2016,Germany,68.14,Consumer Discretionary,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 3, '10': 0, '11': 2, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
155,SAP,2014,Germany,240.94,Information Tech,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
156,SAP,2022,Germany,240.94,Information Tech,"{'0': 6, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 2, '9': 6, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 5, '17': 0}"
157,SAP,2023,Germany,240.94,Information Tech,"{'0': 18, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 16, '9': 30, '10': 2, '11': 0, '12': 6, '13': 2, '14': 0, '15': 0, '16': 12, '17': 2}"
158,SAP,2015,Germany,240.94,Information Tech,"{'0': 2, '1': 0, '2': 0, '3': 2, '4': 0, '5': 0, '6': 0, '7': 1, '8': 2, '9': 9, '10': 0, '11': 1, '12': 0, '13': 1, '14': 0, '15': 0, '16': 1, '17': 1}"
159,SAP,2017,Germany,240.94,Information Tech,"{'0': 7, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 22, '9': 33, '10': 1, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 1, '17': 1}"
160,SAP,2019,Germany,240.94,Information Tech,"{'0': 7, '1': 0, '2': 0, '3': 2, '4': 3, '5': 1, '6': 1, '7': 0, '8': 20, '9': 26, '10': 1, '11': 1, '12': 2, '13': 0, '14': 0, '15': 0, '16': 4, '17': 1}"
161,SAP,2021,Germany,240.94,Information Tech,"{'0': 5, '1': 0, '2': 0, '3': 0, '4': 1, '5': 0, '6': 0, '7': 0, '8': 9, '9': 12, '10': 0, '11': 0, '12': 5, '13': 0, '14': 0, '15': 0, '16': 8, '17': 1}"
162,SAP,2020,Germany,240.94,Information Tech,"{'0': 10, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 12, '9': 30, '10': 0, '11': 0, '12': 8, '13': 1, '14': 0, '15': 0, '16': 6, '17': 0}"
163,SAP,2018,Germany,240.94,Information Tech,"{'0': 6, '1': 0, '2': 0, '3': 1, '4': 1, '5': 0, '6': 0, '7': 0, '8': 42, '9': 59, '10': 1, '11': 1, '12': 4, '13': 0, '14': 0, '15': 0, '16': 7, '17': 3}"
164,SAP,2016,Germany,240.94,Information Tech,"{'0': 6, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 7, '9': 11, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
165,Hannover Rück,2023,Germany,33.67,FInancial Service,"{'0': 2, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 1, '8': 4, '9': 4, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 2, '17': 0}"
166,Siemens,2022,Germany,135.42,Industrials,"{'0': 2, '1': 0, '2': 0, '3': 2, '4': 0, '5': 0, '6': 0, '7': 1, '8': 1, '9': 7, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
167,Siemens,2023,Germany,135.42,Industrials,"{'0': 3, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 2, '8': 1, '9': 12, '10': 0, '11': 1, '12': 1, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
168,Siemens,2017,Germany,135.42,Industrials,"{'0': 2, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 1, '8': 2, '9': 3, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
169,Siemens,2019,Germany,135.42,Industrials,"{'0': 1, '1': 0, '2': 0, '3': 5, '4': 0, '5': 0, '6': 0, '7': 2, '8': 1, '9': 11, '10': 0, '11': 1, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 1}"
170,Siemens,2021,Germany,135.42,Industrials,"{'0': 3, '1': 0, '2': 0, '3': 2, '4': 0, '5': 0, '6': 0, '7': 2, '8': 0, '9': 12, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
171,Siemens,2020,Germany,135.42,Industrials,"{'0': 1, '1': 0, '2': 0, '3': 2, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 7, '10': 0, '11': 1, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
172,Siemens,2018,Germany,135.42,Industrials,"{'0': 1, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 2, '9': 4, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
173,Siemens,2016,Germany,135.42,Industrials,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 2, '8': 0, '9': 2, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
174,Deutsche Börse,2014,Germany,41.91,Financial Service,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
175,Deutsche Börse,2022,Germany,41.91,Financial Service,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
176,Deutsche Börse,2023,Germany,41.91,Financial Service,"{'0': 4, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 3, '9': 4, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
177,Deutsche Börse,2015,Germany,41.91,Financial Service,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
178,Deutsche Börse,2017,Germany,41.91,Financial Service,"{'0': 4, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 5, '9': 4, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
179,Deutsche Börse,2019,Germany,41.91,Financial Service,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
180,Deutsche Börse,2021,Germany,41.91,Financial Service,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
181,Deutsche Börse,2020,Germany,41.91,Financial Service,"{'0': 2, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 2, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
182,Deutsche Börse,2018,Germany,41.91,Financial Service,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 4, '9': 2, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
183,Deutsche Börse,2016,Germany,41.91,Financial Service,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
184,Porsche,2022,Germany,67.4,Consumer Discretionary,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 2, '5': 0, '6': 0, '7': 0, '8': 1, '9': 3, '10': 0, '11': 1, '12': 6, '13': 1, '14': 0, '15': 0, '16': 1, '17': 0}"
185,Porsche,2023,Germany,67.4,Consumer Discretionary,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 3, '5': 0, '6': 0, '7': 0, '8': 0, '9': 7, '10': 1, '11': 1, '12': 4, '13': 0, '14': 0, '15': 0, '16': 3, '17': 0}"
186,Porsche,2017,Germany,67.4,Consumer Discretionary,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 2, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
187,Porsche,2019,Germany,67.4,Consumer Discretionary,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 1, '5': 0, '6': 0, '7': 0, '8': 0, '9': 3, '10': 0, '11': 2, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 1}"
188,Porsche,2021,Germany,67.4,Consumer Discretionary,"{'0': 0, '1': 0, '2': 0, '3': 2, '4': 1, '5': 0, '6': 0, '7': 0, '8': 3, '9': 6, '10': 0, '11': 1, '12': 6, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
189,Porsche,2020,Germany,67.4,Consumer Discretionary,"{'0': 1, '1': 0, '2': 0, '3': 2, '4': 3, '5': 0, '6': 0, '7': 0, '8': 3, '9': 9, '10': 0, '11': 2, '12': 4, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
190,Porsche,2018,Germany,67.4,Consumer Discretionary,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 3, '10': 0, '11': 3, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
191,Merck,2014,Germany,78.9,Health Care,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
192,Merck,2022,Germany,78.9,Health Care,"{'0': 0, '1': 0, '2': 0, '3': 3, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 7, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 1}"
193,Merck,2023,Germany,78.9,Health Care,"{'0': 9, '1': 0, '2': 0, '3': 10, '4': 1, '5': 0, '6': 0, '7': 1, '8': 1, '9': 24, '10': 0, '11': 1, '12': 6, '13': 0, '14': 0, '15': 0, '16': 2, '17': 0}"
194,Merck,2017,Germany,78.9,Health Care,"{'0': 1, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
195,Merck,2019,Germany,78.9,Health Care,"{'0': 0, '1': 0, '2': 0, '3': 4, '4': 1, '5': 0, '6': 0, '7': 0, '8': 2, '9': 6, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
196,Merck,2021,Germany,78.9,Health Care,"{'0': 1, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 3, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
197,Merck,2020,Germany,78.9,Health Care,"{'0': 0, '1': 0, '2': 1, '3': 3, '4': 3, '5': 0, '6': 0, '7': 0, '8': 3, '9': 8, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
198,Merck,2018,Germany,78.9,Health Care,"{'0': 1, '1': 0, '2': 0, '3': 1, '4': 1, '5': 0, '6': 0, '7': 0, '8': 0, '9': 3, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
199,Munich RE,2022,Germany,63.39,Financials,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 1, '5': 0, '6': 0, '7': 0, '8': 5, '9': 9, '10': 1, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 6, '17': 0}"
200,Munich RE,2023,Germany,63.39,Financials,"{'0': 2, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 6, '9': 14, '10': 1, '11': 0, '12': 0, '13': 1, '14': 0, '15': 0, '16': 7, '17': 0}"
201,Munich RE,2017,Germany,63.39,Financials,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 2, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
