,Company,Year,Country,Revenue,Sector,Goals
202,Munich RE,2019,Germany,63.39,Financials,"{'0': 3, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 1, '7': 0, '8': 1, '9': 2, '10': 0, '11': 1, '12': 0, '13': 2, '14': 0, '15': 0, '16': 0, '17': 0}"
203,Munich RE,2021,Germany,63.39,Financials,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 6, '9': 7, '10': 1, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 5, '17': 0}"
204,Munich RE,2020,Germany,63.39,Financials,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 2, '9': 8, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
205,Munich RE,2018,Germany,63.39,Financials,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 3, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
206,Munich RE,2016,Germany,63.39,Financials,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 3, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 1}"
207,Beiersdorf,2022,Germany,32.13,Consumer Staplers,"{'0': 0, '1': 0, '2': 0, '3': 4, '4': 0, '5': 0, '6': 0, '7': 1, '8': 0, '9': 7, '10': 0, '11': 0, '12': 4, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
208,Beiersdorf,2023,Germany,32.13,Consumer Staplers,"{'0': 0, '1': 0, '2': 0, '3': 7, '4': 1, '5': 0, '6': 0, '7': 1, '8': 1, '9': 15, '10': 0, '11': 0, '12': 2, '13': 0, '14': 0, '15': 0, '16': 1, '17': 1}"
209,Beiersdorf,2017,Germany,32.13,Consumer Staplers,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
210,Beiersdorf,2019,Germany,32.13,Consumer Staplers,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
211,Beiersdorf,2021,Germany,32.13,Consumer Staplers,"{'0': 0, '1': 0, '2': 0, '3': 16, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 7, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 1}"
212,Beiersdorf,2020,Germany,32.13,Consumer Staplers,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 2, '10': 0, '11': 0, '12': 2, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
213,Allianz,2022,Germany,106.68,Financials,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 5, '17': 0}"
214,Allianz,2023,Germany,106.68,Financials,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 1, '5': 0, '6': 0, '7': 0, '8': 1, '9': 6, '10': 0, '11': 0, '12': 2, '13': 1, '14': 0, '15': 0, '16': 10, '17': 1}"
215,Allianz,2015,Germany,106.68,Financials,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
216,Allianz,2019,Germany,106.68,Financials,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
217,Allianz,2021,Germany,106.68,Financials,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 4, '17': 0}"
218,Allianz,2020,Germany,106.68,Financials,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
219,Allianz,2018,Germany,106.68,Financials,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
220,Allianz,2016,Germany,106.68,Financials,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
221,Deutsche Telekom,2014,Germany,130.56,Communication Services,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
222,Deutsche Telekom,2022,Germany,130.56,Communication Services,"{'0': 4, '1': 0, '2': 0, '3': 0, '4': 4, '5': 0, '6': 0, '7': 3, '8': 3, '9': 18, '10': 0, '11': 3, '12': 0, '13': 0, '14': 0, '15': 0, '16': 5, '17': 0}"
223,Deutsche Telekom,2023,Germany,130.56,Communication Services,"{'0': 9, '1': 0, '2': 0, '3': 3, '4': 12, '5': 0, '6': 0, '7': 3, '8': 17, '9': 38, '10': 0, '11': 2, '12': 1, '13': 1, '14': 0, '15': 0, '16': 15, '17': 3}"
224,Deutsche Telekom,2015,Germany,130.56,Communication Services,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 4, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
225,Deutsche Telekom,2017,Germany,130.56,Communication Services,"{'0': 1, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 2, '9': 22, '10': 0, '11': 3, '12': 0, '13': 0, '14': 0, '15': 0, '16': 2, '17': 0}"
226,Deutsche Telekom,2019,Germany,130.56,Communication Services,"{'0': 2, '1': 0, '2': 0, '3': 1, '4': 3, '5': 0, '6': 0, '7': 0, '8': 5, '9': 26, '10': 0, '11': 4, '12': 1, '13': 1, '14': 0, '15': 0, '16': 5, '17': 0}"
227,Deutsche Telekom,2021,Germany,130.56,Communication Services,"{'0': 3, '1': 0, '2': 0, '3': 0, '4': 3, '5': 0, '6': 0, '7': 1, '8': 6, '9': 19, '10': 0, '11': 1, '12': 0, '13': 4, '14': 0, '15': 0, '16': 4, '17': 1}"
228,Deutsche Telekom,2020,Germany,130.56,Communication Services,"{'0': 4, '1': 0, '2': 0, '3': 0, '4': 3, '5': 0, '6': 0, '7': 1, '8': 4, '9': 28, '10': 0, '11': 3, '12': 0, '13': 1, '14': 0, '15': 1, '16': 5, '17': 0}"
229,Deutsche Telekom,2016,Germany,130.56,Communication Services,"{'0': 1, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 2, '9': 13, '10': 0, '11': 1, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 1}"
230,E,2014,Germany,ON,$38.46 B,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 0, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
231,E,2022,Germany,ON,$38.46 B,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 4, '8': 0, '9': 2, '10': 0, '11': 0, '12': 0, '13': 1, '14': 0, '15': 0, '16': 0, '17': 0}"
232,E,2023,Germany,ON,$38.46 B,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 4, '8': 0, '9': 2, '10': 0, '11': 0, '12': 0, '13': 1, '14': 0, '15': 0, '16': 0, '17': 1}"
233,E,2015,Germany,ON,$38.46 B,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 0, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
234,E,2017,Germany,ON,$38.46 B,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 0, '9': 0, '10': 0, '11': 1, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
235,E,2019,Germany,ON,$38.46 B,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 0, '12': 0, '13': 1, '14': 0, '15': 0, '16': 0, '17': 0}"
236,E,2021,Germany,ON,$38.46 B,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 2, '8': 0, '9': 2, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
237,E,2020,Germany,ON,$38.46 B,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 4, '8': 0, '9': 2, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
238,E,2018,Germany,ON,$38.46 B,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 2, '8': 1, '9': 2, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
239,Henkel,2022,Germany,35.64,Consumer Staplers,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
240,Henkel,2023,Germany,35.64,Consumer Staplers,"{'0': 2, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 2, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
241,Henkel,2017,Germany,35.64,Consumer Staplers,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 2, '9': 1, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
242,Henkel,2019,Germany,35.64,Consumer Staplers,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 0, '12': 2, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
243,Henkel,2021,Germany,35.64,Consumer Staplers,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 2, '9': 5, '10': 0, '11': 0, '12': 2, '13': 0, '14': 0, '15': 0, '16': 0, '17': 1}"
244,Henkel,2020,Germany,35.64,Consumer Staplers,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 4, '10': 0, '11': 0, '12': 3, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
245,Henkel,2018,Germany,35.64,Consumer Staplers,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
246,Volkswagen,2014,Germany,52.66,Consumer Discretionary,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 4, '10': 0, '11': 1, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
247,Volkswagen,2022,Germany,52.66,Consumer Discretionary,"{'0': 11, '1': 0, '2': 0, '3': 0, '4': 1, '5': 0, '6': 0, '7': 2, '8': 2, '9': 8, '10': 0, '11': 3, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
248,Volkswagen,2023,Germany,52.66,Consumer Discretionary,"{'0': 8, '1': 0, '2': 0, '3': 0, '4': 1, '5': 0, '6': 0, '7': 1, '8': 2, '9': 20, '10': 0, '11': 6, '12': 2, '13': 1, '14': 0, '15': 0, '16': 1, '17': 1}"
249,Volkswagen,2015,Germany,52.66,Consumer Discretionary,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 4, '10': 0, '11': 4, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
250,Volkswagen,2017,Germany,52.66,Consumer Discretionary,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 12, '10': 0, '11': 6, '12': 1, '13': 1, '14': 0, '15': 0, '16': 0, '17': 0}"
251,Volkswagen,2019,Germany,52.66,Consumer Discretionary,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 10, '10': 0, '11': 5, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
252,Volkswagen,2021,Germany,52.66,Consumer Discretionary,"{'0': 5, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 1, '8': 1, '9': 13, '10': 0, '11': 7, '12': 4, '13': 1, '14': 0, '15': 0, '16': 0, '17': 0}"
253,Volkswagen,2020,Germany,52.66,Consumer Discretionary,"{'0': 7, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 11, '10': 0, '11': 5, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
254,Volkswagen,2018,Germany,52.66,Consumer Discretionary,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 9, '10': 0, '11': 4, '12': 0, '13': 1, '14': 0, '15': 0, '16': 1, '17': 0}"
255,Volkswagen,2016,Germany,52.66,Consumer Discretionary,"{'0': 4, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 2, '9': 13, '10': 0, '11': 7, '12': 2, '13': 1, '14': 1, '15': 0, '16': 0, '17': 0}"
256,China Iife Insurance,2022,China,111.24,Financial Service,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
257,China Iife Insurance,2023,China,111.24,Financial Service,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 2, '17': 0}"
258,China Iife Insurance,2017,China,111.24,Financial Service,"{'0': 1, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
259,China Iife Insurance,2019,China,111.24,Financial Service,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 4, '9': 5, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
260,China Iife Insurance,2021,China,111.24,Financial Service,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 2, '9': 4, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
261,China Iife Insurance,2020,China,111.24,Financial Service,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 1, '5': 0, '6': 0, '7': 0, '8': 3, '9': 4, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 2, '17': 0}"
262,China Iife Insurance,2018,China,111.24,Financial Service,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 3, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
263,China Iife Insurance,2016,China,111.24,Financial Service,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
264,Tencent,2022,China,428.32,Information Tech,"{'0': 2, '1': 0, '2': 0, '3': 2, '4': 0, '5': 0, '6': 0, '7': 0, '8': 3, '9': 6, '10': 1, '11': 1, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 1}"
265,Tencent,2023,China,428.32,Information Tech,"{'0': 3, '1': 0, '2': 0, '3': 2, '4': 1, '5': 0, '6': 0, '7': 0, '8': 5, '9': 4, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
266,Tencent,2017,China,428.32,Information Tech,"{'0': 2, '1': 0, '2': 0, '3': 2, '4': 2, '5': 0, '6': 0, '7': 0, '8': 3, '9': 7, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
267,Tencent,2019,China,428.32,Information Tech,"{'0': 2, '1': 0, '2': 0, '3': 3, '4': 1, '5': 0, '6': 0, '7': 0, '8': 1, '9': 2, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
268,Tencent,2021,China,428.32,Information Tech,"{'0': 2, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 1, '8': 0, '9': 5, '10': 0, '11': 1, '12': 0, '13': 1, '14': 0, '15': 0, '16': 0, '17': 1}"
269,Tencent,2020,China,428.32,Information Tech,"{'0': 2, '1': 0, '2': 2, '3': 3, '4': 0, '5': 0, '6': 1, '7': 4, '8': 2, '9': 6, '10': 1, '11': 0, '12': 1, '13': 1, '14': 0, '15': 0, '16': 2, '17': 1}"
270,Tencent,2018,China,428.32,Information Tech,"{'0': 4, '1': 0, '2': 0, '3': 0, '4': 1, '5': 0, '6': 0, '7': 0, '8': 3, '9': 5, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
271,Tencent,2016,China,428.32,Information Tech,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
272,Kweichow Moutai,2023,China,243.08,Consumer Stapler,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
273,Agricultural Bank of China,2022,China,221.35,Financials,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 1, '5': 0, '6': 0, '7': 0, '8': 1, '9': 2, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
274,Agricultural Bank of China,2023,China,221.35,Financials,"{'0': 0, '1': 1, '2': 0, '3': 0, '4': 1, '5': 0, '6': 0, '7': 0, '8': 2, '9': 5, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 2, '17': 0}"
275,Agricultural Bank of China,2017,China,221.35,Financials,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 3, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 1}"
276,Agricultural Bank of China,2019,China,221.35,Financials,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 4, '9': 4, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
277,Agricultural Bank of China,2021,China,221.35,Financials,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 2, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
278,Agricultural Bank of China,2020,China,221.35,Financials,"{'0': 0, '1': 1, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 5, '9': 5, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
279,Agricultural Bank of China,2018,China,221.35,Financials,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 4, '9': 4, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
280,Sinopec,2019,China,104.55,Energy,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
281,PetroChina,2016,China,218.98,Energy,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 0, '9': 2, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
282,Meituan,2022,China,93.17,Information Technology,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 1, '9': 1, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
283,Meituan,2023,China,93.17,Information Technology,"{'0': 3, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 3, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 2, '17': 0}"
284,Meituan,2019,China,93.17,Information Technology,"{'0': 1, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 1, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 2, '17': 0}"
285,Meituan,2021,China,93.17,Information Technology,"{'0': 3, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 1, '9': 2, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
286,Meituan,2020,China,93.17,Information Technology,"{'0': 2, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 2, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
287,Meituan,2018,China,93.17,Information Technology,"{'0': 2, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
288,China Mobile,2014,China,206.74,Communication Services,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 4, '10': 0, '11': 2, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
289,China Mobile,2022,China,206.74,Communication Services,"{'0': 3, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 2, '9': 9, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 2, '17': 1}"
290,China Mobile,2023,China,206.74,Communication Services,"{'0': 8, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 8, '9': 19, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 3, '17': 3}"
291,China Mobile,2015,China,206.74,Communication Services,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 3, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
292,China Mobile,2017,China,206.74,Communication Services,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 4, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
293,China Mobile,2019,China,206.74,Communication Services,"{'0': 4, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 7, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
294,China Mobile,2021,China,206.74,Communication Services,"{'0': 6, '1': 0, '2': 0, '3': 2, '4': 0, '5': 0, '6': 0, '7': 1, '8': 1, '9': 11, '10': 0, '11': 1, '12': 0, '13': 1, '14': 0, '15': 0, '16': 1, '17': 0}"
295,China Mobile,2020,China,206.74,Communication Services,"{'0': 4, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 2, '9': 10, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 3}"
296,China Mobile,2018,China,206.74,Communication Services,"{'0': 4, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 4, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 2, '17': 1}"
297,China Mobile,2016,China,206.74,Communication Services,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
298,CATL,2022,China,115.41,Industrials,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
299,CATL,2023,China,115.41,Industrials,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 3, '8': 0, '9': 3, '10': 0, '11': 0, '12': 1, '13': 1, '14': 0, '15': 0, '16': 0, '17': 0}"
300,Alibaba,2022,China,187.26,Information Tech,"{'0': 7, '1': 0, '2': 1, '3': 1, '4': 1, '5': 0, '6': 0, '7': 3, '8': 9, '9': 16, '10': 0, '11': 3, '12': 2, '13': 3, '14': 0, '15': 0, '16': 2, '17': 1}"
301,Alibaba,2023,China,187.26,Information Tech,"{'0': 15, '1': 0, '2': 1, '3': 4, '4': 1, '5': 0, '6': 0, '7': 0, '8': 13, '9': 23, '10': 0, '11': 2, '12': 1, '13': 0, '14': 0, '15': 0, '16': 5, '17': 0}"
302,Alibaba,2015,China,187.26,Information Tech,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 4, '9': 6, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
303,Alibaba,2021,China,187.26,Information Tech,"{'0': 4, '1': 0, '2': 1, '3': 2, '4': 0, '5': 0, '6': 0, '7': 0, '8': 8, '9': 25, '10': 0, '11': 1, '12': 2, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
