,Company,Year,Country,Unclassified,Classified,Regex
64,Procter&Gamble,2019,USA,1,0,7
65,Procter&Gamble,2021,USA,0,0,5
66,Procter&Gamble,2020,USA,0,2,7
67,Procter&Gamble,2018,USA,0,3,9
68,United Health,2014,USA,0,0,1
69,United Health,2022,USA,2,6,8
70,United Health,2023,USA,2,15,17
71,United Health,2019,USA,0,0,1
72,United Health,2021,USA,0,0,1
73,United Health,2020,USA,0,0,1
74,United Health,2018,USA,0,0,1
75,Morgan&Chase,2014,USA,0,0,8
76,Morgan&Chase,2022,USA,2,12,24
77,Morgan&Chase,2023,USA,7,19,33
78,Morgan&Chase,2015,USA,1,3,9
79,Morgan&Chase,2017,USA,1,3,12
80,Morgan&Chase,2019,USA,1,1,10
81,Morgan&Chase,2021,USA,2,6,14
82,Morgan&Chase,2020,USA,0,12,17
83,Morgan&Chase,2018,USA,3,9,21
84,Morgan&Chase,2016,USA,2,9,16
85,Mastercard,2014,USA,0,0,4
86,Mastercard,2022,USA,0,11,15
87,Mastercard,2023,USA,4,26,34
88,Mastercard,2015,USA,0,1,4
89,Mastercard,2017,USA,0,6,8
90,Mastercard,2019,USA,0,6,10
91,Mastercard,2021,USA,1,10,14
92,Mastercard,2020,USA,0,9,11
93,Mastercard,2018,USA,0,6,8
94,Mastercard,2016,USA,0,2,4
95,Eli Lilly,2014,USA,0,0,4
96,Eli Lilly,2022,USA,0,0,7
97,Eli Lilly,2023,USA,6,2,15
98,Eli Lilly,2015,USA,0,0,6
99,Eli Lilly,2017,USA,0,0,10
100,Eli Lilly,2019,USA,0,0,6
101,Eli Lilly,2021,USA,0,0,7
102,Eli Lilly,2020,USA,0,0,9
103,Eli Lilly,2018,USA,0,0,6
104,Eli Lilly,2016,USA,0,0,5
105,Oracle,2014,USA,0,0,17
106,Oracle,2022,USA,0,16,28
107,Oracle,2023,USA,1,21,29
108,Oracle,2017,USA,0,5,11
109,Oracle,2019,USA,0,11,26
110,Oracle,2021,USA,1,15,28
111,Oracle,2020,USA,0,11,24
112,Oracle,2018,USA,1,3,23
113,Oracle,2016,USA,0,0,17
114,Microsoft,2014,USA,1,4,5
115,Microsoft,2022,USA,1,29,39
