,Company,Year,Country,Revenue,Sector
573,BYD,2018,China,98.15,Industries
574,BYD,2016,China,98.15,Industries
575,Reliance Industries,2014,India,244.77,Energy
576,Reliance Industries,2022,India,244.77,Energy
577,Reliance Industries,2023,India,244.77,Energy
578,Reliance Industries,2015,India,244.77,Energy
579,Reliance Industries,2017,India,244.77,Energy
580,Reliance Industries,2019,India,244.77,Energy
581,Reliance Industries,2021,India,244.77,Energy
582,Reliance Industries,2020,India,244.77,Energy
583,Reliance Industries,2018,India,244.77,Energy
584,Reliance Industries,2016,India,244.77,Energy
585,Kotak Mahindra Bank,2014,India,41.8,Financials
586,Kotak Mahindra Bank,2022,India,41.8,Financials
587,Kotak Mahindra Bank,2023,India,41.8,Financials
588,Kotak Mahindra Bank,2015,India,41.8,Financials
589,Kotak Mahindra Bank,2017,India,41.8,Financials
590,Kotak Mahindra Bank,2019,India,41.8,Financials
591,Kotak Mahindra Bank,2021,India,41.8,Financials
592,Kotak Mahindra Bank,2020,India,41.8,Financials
593,Kotak Mahindra Bank,2018,India,41.8,Financials
594,Kotak Mahindra Bank,2016,India,41.8,Financials
595,HDFC Bank,2014,India,152.34,Financials
596,HDFC Bank,2022,India,152.34,Financials
597,HDFC Bank,2023,India,152.34,Financials
598,HDFC Bank,2015,India,152.34,Financials
599,HDFC Bank,2017,India,152.34,Financials
600,HDFC Bank,2019,India,152.34,Financials
601,HDFC Bank,2021,India,152.34,Financials
602,HDFC Bank,2020,India,152.34,Financials
603,HDFC Bank,2018,India,152.34,Financials
604,HDFC Bank,2016,India,152.34,Financials
605,Bajaj Auto,2014,India,39.46,Consumer Discretionary
606,Bajaj Auto,2022,India,39.46,Consumer Discretionary
607,Bajaj Auto,2023,India,39.46,Consumer Discretionary
608,Bajaj Auto,2015,India,39.46,Consumer Discretionary
609,Bajaj Auto,2017,India,39.46,Consumer Discretionary
610,Bajaj Auto,2019,India,39.46,Consumer Discretionary
611,Bajaj Auto,2021,India,39.46,Consumer Discretionary
612,Bajaj Auto,2020,India,39.46,Consumer Discretionary
613,Bajaj Auto,2018,India,39.46,Consumer Discretionary
614,Bajaj Auto,2016,India,39.46,Consumer Discretionary
615,HCL Technologies,2014,India,56.64,Information Technology
616,HCL Technologies,2022,India,56.64,Information Technology
617,HCL Technologies,2023,India,56.64,Information Technology
618,HCL Technologies,2015,India,56.64,Information Technology
619,HCL Technologies,2017,India,56.64,Information Technology
620,HCL Technologies,2019,India,56.64,Information Technology
621,HCL Technologies,2021,India,56.64,Information Technology
622,HCL Technologies,2020,India,56.64,Information Technology
623,HCL Technologies,2018,India,56.64,Information Technology
624,HCL Technologies,2016,India,56.64,Information Technology
625,Tata Consultancy Services,2014,India,189.9,Information Technology
626,Tata Consultancy Services,2022,India,189.9,Information Technology
627,Tata Consultancy Services,2023,India,189.9,Information Technology
628,Tata Consultancy Services,2015,India,189.9,Information Technology
629,Tata Consultancy Services,2017,India,189.9,Information Technology
630,Tata Consultancy Services,2019,India,189.9,Information Technology
631,Tata Consultancy Services,2021,India,189.9,Information Technology
632,Tata Consultancy Services,2020,India,189.9,Information Technology
633,Tata Consultancy Services,2018,India,189.9,Information Technology
634,Tata Consultancy Services,2016,India,189.9,Information Technology
635,ICICI Bank,2014,India,99.33,Financials
636,ICICI Bank,2022,India,99.33,Financials
637,ICICI Bank,2023,India,99.33,Financials
638,ICICI Bank,2015,India,99.33,Financials
639,ICICI Bank,2017,India,99.33,Financials
640,ICICI Bank,2019,India,99.33,Financials
641,ICICI Bank,2021,India,99.33,Financials
642,ICICI Bank,2020,India,99.33,Financials
643,ICICI Bank,2018,India,99.33,Financials
644,ICICI Bank,2016,India,99.33,Financials
645,Oil&Natural Gas,2014,India,46.31,Energy
646,Oil&Natural Gas,2022,India,46.31,Energy
647,Oil&Natural Gas,2023,India,46.31,Energy
648,Oil&Natural Gas,2015,India,46.31,Energy
649,Oil&Natural Gas,2017,India,46.31,Energy
650,Oil&Natural Gas,2019,India,46.31,Energy
651,Oil&Natural Gas,2021,India,46.31,Energy
652,Oil&Natural Gas,2020,India,46.31,Energy
653,Oil&Natural Gas,2018,India,46.31,Energy
654,Oil&Natural Gas,2016,India,46.31,Energy
655,Tata Motors,2014,India,50.61,Industries
656,Tata Motors,2022,India,50.61,Industries
657,Tata Motors,2023,India,50.61,Industries
658,Tata Motors,2015,India,50.61,Industries
659,Tata Motors,2017,India,50.61,Industries
660,Tata Motors,2019,India,50.61,Industries
661,Tata Motors,2021,India,50.61,Industries
662,Tata Motors,2020,India,50.61,Industries
663,Tata Motors,2018,India,50.61,Industries
664,Tata Motors,2016,India,50.61,Industries
665,State Bank of India,2014,India,91.89,Financials
666,State Bank of India,2022,India,91.89,Financials
667,State Bank of India,2023,India,91.89,Financials
668,State Bank of India,2015,India,91.89,Financials
669,State Bank of India,2017,India,91.89,Financials
670,State Bank of India,2019,India,91.89,Financials
671,State Bank of India,2021,India,91.89,Financials
672,State Bank of India,2020,India,91.89,Financials
673,State Bank of India,2018,India,91.89,Financials
674,State Bank of India,2016,India,91.89,Financials
675,Hindustan Unilever,2014,India,76.16,Consumer Staples
676,Hindustan Unilever,2022,India,76.16,Consumer Staples
677,Hindustan Unilever,2023,India,76.16,Consumer Staples
678,Hindustan Unilever,2015,India,76.16,Consumer Staples
679,Hindustan Unilever,2017,India,76.16,Consumer Staples
680,Hindustan Unilever,2019,India,76.16,Consumer Staples
681,Hindustan Unilever,2021,India,76.16,Consumer Staples
682,Hindustan Unilever,2020,India,76.16,Consumer Staples
683,Hindustan Unilever,2018,India,76.16,Consumer Staples
684,Hindustan Unilever,2016,India,76.16,Consumer Staples
685,Axis Bank,2014,India,42.72,Financials
686,Axis Bank,2022,India,42.72,Financials
687,Axis Bank,2023,India,42.72,Financials
688,Axis Bank,2015,India,42.72,Financials
689,Axis Bank,2017,India,42.72,Financials
690,Axis Bank,2019,India,42.72,Financials
691,Axis Bank,2021,India,42.72,Financials
692,Axis Bank,2020,India,42.72,Financials
693,Axis Bank,2018,India,42.72,Financials
694,Axis Bank,2016,India,42.72,Financials
695,Larsen & Toubro,2014,India,58.58,Industries
696,Larsen & Toubro,2022,India,58.58,Industries
697,Larsen & Toubro,2023,India,58.58,Industries
698,Larsen & Toubro,2015,India,58.58,Industries
699,Larsen & Toubro,2017,India,58.58,Industries
700,Larsen & Toubro,2019,India,58.58,Industries
701,Larsen & Toubro,2021,India,58.58,Industries
702,Larsen & Toubro,2020,India,58.58,Industries
703,Larsen & Toubro,2018,India,58.58,Industries
704,Larsen & Toubro,2016,India,58.58,Industries
705,Maruti Suzuki India,2014,India,45.66,Industries
706,Maruti Suzuki India,2022,India,45.66,Industries
707,Maruti Suzuki India,2023,India,45.66,Industries
708,Maruti Suzuki India,2015,India,45.66,Industries
709,Maruti Suzuki India,2017,India,45.66,Industries
710,Maruti Suzuki India,2019,India,45.66,Industries
711,Maruti Suzuki India,2021,India,45.66,Industries
712,Maruti Suzuki India,2020,India,45.66,Industries
713,Maruti Suzuki India,2018,India,45.66,Industries
714,Maruti Suzuki India,2016,India,45.66,Industries
715,Bajaj Finance,2014,India,53.94,Financials
716,Bajaj Finance,2022,India,53.94,Financials
717,Bajaj Finance,2023,India,53.94,Financials
718,Bajaj Finance,2015,India,53.94,Financials
719,Bajaj Finance,2017,India,53.94,Financials
720,Bajaj Finance,2019,India,53.94,Financials
721,Bajaj Finance,2021,India,53.94,Financials
722,Bajaj Finance,2020,India,53.94,Financials
723,Bajaj Finance,2018,India,53.94,Financials
724,Bajaj Finance,2016,India,53.94,Financials
725,Sun Pharmaceutical,2014,India,52.18,Health Care
726,Sun Pharmaceutical,2022,India,52.18,Health Care
727,Sun Pharmaceutical,2023,India,52.18,Health Care
728,Sun Pharmaceutical,2015,India,52.18,Health Care
729,Sun Pharmaceutical,2017,India,52.18,Health Care
730,Sun Pharmaceutical,2019,India,52.18,Health Care
731,Sun Pharmaceutical,2021,India,52.18,Health Care
732,Sun Pharmaceutical,2020,India,52.18,Health Care
733,Sun Pharmaceutical,2018,India,52.18,Health Care
734,Sun Pharmaceutical,2016,India,52.18,Health Care
735,Bharti Airtel,2014,India,107.39,Communication Services
736,Bharti Airtel,2022,India,107.39,Communication Services
737,Bharti Airtel,2023,India,107.39,Communication Services
738,Bharti Airtel,2015,India,107.39,Communication Services
739,Bharti Airtel,2017,India,107.39,Communication Services
740,Bharti Airtel,2019,India,107.39,Communication Services
741,Bharti Airtel,2021,India,107.39,Communication Services
742,Bharti Airtel,2020,India,107.39,Communication Services
743,Bharti Airtel,2018,India,107.39,Communication Services
744,Bharti Airtel,2016,India,107.39,Communication Services
745,NTPC Limited,2014,India,45.66,Energy
746,NTPC Limited,2022,India,45.66,Energy
747,NTPC Limited,2023,India,45.66,Energy
748,NTPC Limited,2015,India,45.66,Energy
749,NTPC Limited,2017,India,45.66,Energy
750,NTPC Limited,2019,India,45.66,Energy
751,NTPC Limited,2021,India,45.66,Energy
752,NTPC Limited,2020,India,45.66,Energy
753,NTPC Limited,2018,India,45.66,Energy
754,NTPC Limited,2016,India,45.66,Energy
755,Mahindra & Mahindra,2014,India,42.44,Consumer Discretionary
756,Mahindra & Mahindra,2022,India,42.44,Consumer Discretionary
757,Mahindra & Mahindra,2023,India,42.44,Consumer Discretionary
758,Mahindra & Mahindra,2015,India,42.44,Consumer Discretionary
759,Mahindra & Mahindra,2017,India,42.44,Consumer Discretionary
760,Mahindra & Mahindra,2021,India,42.44,Consumer Discretionary
761,Mahindra & Mahindra,2020,India,42.44,Consumer Discretionary
762,Mahindra & Mahindra,2018,India,42.44,Consumer Discretionary
763,Mahindra & Mahindra,2016,India,42.44,Consumer Discretionary
764,Adani Enterprises,2014,India,43.12,Materials
765,Adani Enterprises,2022,India,43.12,Materials
766,Adani Enterprises,2023,India,43.12,Materials
767,Adani Enterprises,2015,India,43.12,Materials
768,Adani Enterprises,2017,India,43.12,Materials
769,Adani Enterprises,2019,India,43.12,Materials
770,Adani Enterprises,2021,India,43.12,Materials
771,Adani Enterprises,2020,India,43.12,Materials
772,Adani Enterprises,2018,India,43.12,Materials
773,Adani Enterprises,2016,India,43.12,Materials
774,ITC,2014,India,73.68,Consumer Staples
775,ITC,2022,India,73.68,Consumer Staples
776,ITC,2023,India,73.68,Consumer Staples
777,ITC,2015,India,73.68,Consumer Staples
778,ITC,2017,India,73.68,Consumer Staples
779,ITC,2019,India,73.68,Consumer Staples
780,ITC,2021,India,73.68,Consumer Staples
781,ITC,2020,India,73.68,Consumer Staples
782,ITC,2018,India,73.68,Consumer Staples
783,ITC,2016,India,73.68,Consumer Staples
784,Life Insurance Corporation of India,2014,India,89.05,Financials
785,Life Insurance Corporation of India,2022,India,89.05,Financials
786,Life Insurance Corporation of India,2023,India,89.05,Financials
787,Life Insurance Corporation of India,2015,India,89.05,Financials
788,Life Insurance Corporation of India,2017,India,89.05,Financials
789,Life Insurance Corporation of India,2019,India,89.05,Financials
790,Life Insurance Corporation of India,2021,India,89.05,Financials
791,Life Insurance Corporation of India,2020,India,89.05,Financials
792,Life Insurance Corporation of India,2018,India,89.05,Financials
793,Life Insurance Corporation of India,2016,India,89.05,Financials
794,UltraTech Cement,2014,India,39.27,Industries
795,UltraTech Cement,2022,India,39.27,Industries
796,UltraTech Cement,2023,India,39.27,Industries
797,UltraTech Cement,2015,India,39.27,Industries
798,UltraTech Cement,2017,India,39.27,Industries
799,UltraTech Cement,2019,India,39.27,Industries
800,UltraTech Cement,2021,India,39.27,Industries
801,UltraTech Cement,2020,India,39.27,Industries
802,UltraTech Cement,2018,India,39.27,Industries
803,UltraTech Cement,2016,India,39.27,Industries
804,Infosys,2014,India,90.16,Information Technology
805,Infosys,2022,India,90.16,Information Technology
806,Infosys,2023,India,90.16,Information Technology
807,Infosys,2015,India,90.16,Information Technology
808,Infosys,2017,India,90.16,Information Technology
809,Infosys,2019,India,90.16,Information Technology
810,Infosys,2021,India,90.16,Information Technology
811,Infosys,2020,India,90.16,Information Technology
812,Infosys,2018,India,90.16,Information Technology
813,Infosys,2016,India,90.16,Information Technology
